Filename,Counter,nanomaterial_composition,nanomaterial_morphology,nanomaterial_size,biological_species,toxic_lc50,nanomaterial_zeta_potential,biofilms_killing_perc,microbe_killing_log,microbe_killing_mic,nanomaterial_surface_area,microbe_killing_mbc
ATC49818,0,Ag,nanoparticle,,Staphylococcus epidermidis,,,80,,,,
ATC49818,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC49822,0,Ni,nanoparticle,,,,,,,,,
ATC49831,0,Au,nanoparticle,,,,,,,,,
ATC49831,1,Au,nanoparticle,,,,,,,,,
ATC49833,0,Ag,nanoparticle,,,,,,,,,
ATC49833,1,Ag,nanoparticle,,,,,,,,,
ATC49849,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC49850,0,Ag,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC49861,0,Ag,nanoparticle,,,,,,,,,
ATC49861,1,Ag,nanoparticle,,,,,,,,,
ATC49861,2,Ag,nanoparticle,,,,,,,,,
ATC49868,1,SnO2,nanoparticle,,,,,,,,,
ATC49869,0,Ag,nanoparticle,,,,,,,,,
ATC49869,1,Ag,nanoparticle,,,,,,,,,
ATC49869,2,Ag,nanoparticle,,,,,,,,,
ATC49869,3,Ag,nanoparticle,,,,,,,,,
ATC49869,4,Ag,nanoparticle,,,,,,,,,
ATC49873,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC49883,0,Ag,nanoparticle,,,,,,,,,
ATC49883,1,Ag,nanoparticle,,,,,,,,,
ATC49886,0,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC49886,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC49893,0,ZnO,nanoparticle,,,,,,,,,
ATC49893,1,ZnO,nanoparticle,,,,,,,,,
ATC49893,2,ZnO,nanoparticle,,,,,,,,,
ATC49893,3,ZnO,nanoparticle,,,,,,,,,
ATC49895,0,ZnO,nanoparticle,0.000000017,,,,,,,,
ATC49895,1,ZnO,nanoparticle,0.000000017,Pseudomonas aeruginosa,,,,,,,
ATC49895,2,ZnO,nanoparticle,0.000000017,,,,,,,,
ATC49895,3,ZnO,nanoparticle,0.000000017,Staphylococcus aureus,,,,,,,
ATC49896,0,Ag3PO4,nanoparticle,,,,,,,,,
ATC49912,0,Ag,nanoparticle,,,,,,,,,
ATC49913,0,CeO2,nanoparticle,,,,,,,,,
ATC49917,0,Cu,nanoparticle,,,,,,,,,
ATC49970,0,Ag,nanoparticle,,,,,,,,201,
ATC50020,0,Ag,nanoparticle,0.000000019,,,,,,,,
ATC50020,1,Ag,nanoparticle,0.000000095,,,,,,,,
ATC50020,2,Ag,nanoparticle,0.000000095,,,,,,,,
ATC50020,3,Ag,nanoparticle,0.00000019,,,,,,,,
ATC50020,12,Ag,nanoparticle,0.00000019,,,,,,,,
ATC50020,23,Ag,nanoparticle,0.000000019,,,,,,,,
ATC50020,30,Ag,nanoparticle,0.000000095,,,,,,,,
ATC50020,31,Ag,nanoparticle,0.00000019,,,,,,,,
ATC50020,32,Ag,nanoparticle,0.000000019,,,,,,,,
ATC50020,33,Ag,nanoparticle,0.000000095,,,,,,,,
ATC50020,34,Ag,nanoparticle,0.00000019,,,,,,,,
ATC50020,35,Ag,nanoparticle,0.000000019,,,,,,,,
ATC50043,0,Au,nanoparticle,,,,,,,,,
ATC50053,0,CeO2,nanoparticle,,,,,,,,,
ATC50056,0,SiO2,nanoparticle,,,,,,,,,
ATC50063,0,Ag,nanoparticle,0.000000017,,,,,,,,
ATC50063,1,Ag,nanoparticle,0.000000017,Bacillus cereus,,,,,,,
ATC50063,2,Ag,nanoparticle,0.000000017,Escherichia coli,,,,,,,
ATC50074,0,Fe,nanoparticle,,,,,,,,,
ATC50079,0,TiO2,nanoparticle,,,,,,,,,
ATC50079,1,TiO2,nanoparticle,,,,,,,,,
ATC50082,0,Ag,nanoparticle,,,,,,,,,
ATC50118,0,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC50118,1,Ag,nanoparticle,,Klebsiella pneumoniae,,,,,,,
ATC50118,2,Ag,nanoparticle,,Klebsiella pneumoniae,,,,,,,
ATC50118,3,Ag,nanoparticle,,Salmonella typhi,,,,,,,
ATC50118,4,Ag,nanoparticle,,Salmonella typhi,,,,,,,
ATC50118,5,Ag,nanoparticle,,,,,,,,,
ATC50118,6,Ag,nanoparticle,,,,,,,,,
ATC50118,7,Ag,nanoparticle,,,,,,,,,
ATC50118,8,Ag,nanoparticle,,,,,,,,,
ATC50118,9,Ag,nanoparticle,,,,,,,,,
ATC50118,10,Ag,nanoparticle,,,,,,,,,
ATC50118,11,Ag,nanoparticle,,Plasmodium falciparum,,,,,,,
ATC50118,12,Ag,nanoparticle,,Plasmodium falciparum,,,,,,,
ATC50126,2,TiO2,nanoparticle,,,,,,,,,
ATC50139,0,Fe3O4,nanoparticle,,,,,,,,,
ATC50149,0,TiO2,nanoparticle,0.00000017,Klebsiella pneumoniae,,,,,,,
ATC50149,1,TiO2,nanoparticle,0.00000017,Staphylococcus aureus,,,,,,,
ATC50168,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC50171,0,Ag,nanoparticle,,,,,,,,,
ATC50174,0,TiO2,nanoparticle,,Escherichia coli,,,,,,,
ATC50190,0,Au,nanoparticle,,,,,,,,,
ATC50190,1,Au,nanoparticle,,,,,,,,,
ATC50205,0,Au,nanoparticle,,,,,,,,,
ATC50209,0,Fe3O4,nanoparticle,,,,,,,,,
ATC50211,3,TiO2,nanoparticle,,,,,,,,,
ATC50211,4,TiO2,nanoparticle,,,,,,,,,
ATC50211,5,TiO2,nanoparticle,,,,,,,,,
ATC50212,0,Ag,nanoparticle,0.0000001,,,,,,,,
ATC50217,0,Fe,nanoparticle,,,,,,,,,
ATC50224,0,Ag,nanoparticle,0.00000004,,,-0.0314,,,,,
ATC50229,0,Ag,nanoparticle,,,,,,,,,
ATC50234,0,Fe3O4,nanoparticle,,,,,,,,,
ATC50236,0,Au,nanoparticle,,,,,,,,,
ATC50241,0,Ag,nanoparticle,,,,,,,,,
ATC50241,1,Ag,nanoparticle,,,,,,,,,
ATC50241,2,Ag,nanoparticle,,Aspergillus parasiticus,,,,5.99,,,
